,Mass
1169,-0.05551732784983137
1170,-0.1804560644581313
1171,-0.036212172654444715
1172,0.01703333929878037
1173,-0.1366771398795441
1174,-0.11350927482751812
1175,-0.060480747381381476
1176,-0.1366771398795441
1177,-0.06550154875643228
1178,-0.09151498112135022
1179,-0.1549019599857432
1180,-0.13076828026902382
1181,-0.036212172654444715
1182,-0.14874165128092473
1183,-0.10237290870955855
1184,-0.10237290870955855
1185,0.0
1186,-0.16749108729376366
1187,-0.12493873660829995
1188,-0.03151705144606486
1189,-0.07572071393811836
1190,-0.05551732784983137
1191,-0.20760831050174613
1192,-0.2006594505464183
1193,-0.08618614761628333
1194,-0.11350927482751812
1195,-0.14266750356873156
1196,-0.1549019599857432
1197,-0.11350927482751812
1198,-0.12493873660829995
1199,-0.08618614761628333
1200,-0.10237290870955855
1201,-0.1804560644581313
1202,-0.1549019599857432
1203,-0.1549019599857432
1204,-0.1366771398795441
1205,-0.2006594505464183
1206,-0.12493873660829995
1207,-0.10237290870955855
1208,-0.060480747381381476
1209,-0.17392519729917355
1210,-0.14874165128092473
1211,-0.045757490560675115
1212,-0.1804560644581313
1213,-0.060480747381381476
1214,-0.20760831050174613
1215,0.0
1216,-0.2006594505464183
1217,-0.1549019599857432
1218,-0.14874165128092473
1219,-0.1549019599857432
1220,-0.08618614761628333
1221,-0.08618614761628333
1222,-0.12493873660829995
1223,-0.18708664335714442
1224,-0.045757490560675115
1225,-0.14874165128092473
1226,-0.11350927482751812
1227,-0.11350927482751812
1228,-0.08618614761628333
1229,-0.06550154875643228
1230,-0.22914798835785583
1231,-0.14874165128092473
1232,-0.10237290870955855
1233,-0.18708664335714442
1234,-0.18708664335714442
1235,-0.14874165128092473
1236,-0.14874165128092473
1237,-0.05551732784983137
1238,-0.09151498112135022
1239,-0.08618614761628333
1240,-0.05551732784983137
1241,-0.045757490560675115
1242,-0.05551732784983137
1243,-0.1549019599857432
1244,-0.21467016498923297
1245,-0.1366771398795441
1246,-0.14874165128092473
1247,-0.08618614761628333
1248,-0.1804560644581313
1249,-0.03151705144606486
1250,-0.1804560644581313
1251,-0.07572071393811836
1252,-0.09151498112135022
1253,-0.03151705144606486
1254,-0.11918640771920865
1255,-0.16115090926274472
1256,-0.13076828026902382
1257,-0.036212172654444715
1258,-0.08618614761628333
1259,-0.14874165128092473
1260,-0.08618614761628333
1261,-0.036212172654444715
1262,-0.16115090926274472
1263,-0.1804560644581313
1264,-0.040958607678906384
1265,-0.18708664335714442
1266,-0.09691001300805639
1267,-0.1549019599857432
1268,-0.14266750356873156
1269,-0.16115090926274472
1270,-0.09151498112135022
1271,-0.036212172654444715
1272,-0.12493873660829995
1273,-0.13076828026902382
1274,-0.13076828026902382
1275,-0.14266750356873156
1276,-0.11350927482751812
1277,-0.12493873660829995
1278,-0.11350927482751812
1279,-0.11918640771920865
1280,-0.09151498112135022
1281,-0.12493873660829995
1282,-0.09151498112135022
1283,-0.09151498112135022
1284,-0.13076828026902382
1285,-0.11350927482751812
1286,-0.08618614761628333
1287,-0.11350927482751812
1288,-0.08618614761628333
1289,-0.10790539730951958
1290,-0.09691001300805639
1291,-0.10237290870955855
1292,-0.11350927482751812
1293,-0.08618614761628333
1294,-0.09691001300805639
1295,-0.08618614761628333
1296,-0.08618614761628333
1297,-0.08618614761628333
1298,-0.09691001300805639
1299,-0.09151498112135022
1300,-0.08618614761628333
1301,-0.09691001300805639
1302,-0.08618614761628333
1303,-0.08618614761628333
1304,-0.08618614761628333
1305,-0.08618614761628333
1306,-0.08618614761628333
1307,-0.08618614761628333
1308,-0.43191732129418975
1309,-1.2563907696385115
1310,-0.26090037236992353
1311,-0.5182513176443165
1312,-0.4501498158836242
1313,-0.7471996024506232
1314,-0.6281890198878087
1315,-0.8085515280058726
1316,-0.8283507125866137
1317,-0.2601164120389944
1318,-0.6994511725531602
1319,-0.32531851023616454
1320,-0.7107302715610132
1321,-1.1432894748690736
1322,-0.8499638074812402
1323,-1.4679443851922827
1324,-0.2004386613312762
1325,-0.885052238035731
1326,0.05765220604148124
1327,-0.8979661859037098
1328,-0.6516186680796957
1329,-0.608081288105673
1330,-0.7108118249193701
1331,-1.070574489842277
1332,0.20053065855420543
1333,-0.8826746143005552
1334,-0.7541287505265334
1335,0.05879036501355846
1336,-1.0957862626312398
1337,-0.7534899876343318
1338,0.049051415494420825
1339,0.4013454870816751
1340,-0.7093872876742271
1341,-0.657000348291624
1342,-0.7476344026363603
1343,-0.000674931595529484
1344,-0.789731943856496
1345,-0.032965335870278265
1346,-0.727469685272
1347,-0.7410179546987065
1348,-0.7042784382902673
1349,-0.7649520480322084
1350,-0.21665711898673706
1351,-0.812329191114418
1352,-0.7083087376400593
1353,-0.8422487726881022
1354,-0.6434694663425053
1355,-0.6527867002412047
1356,-0.07480281197679531
1357,-0.2985012217393194
1358,-0.743764532142116
1359,0.14693170870709046
1360,-0.8310948192034301
1361,-1.5457861941088737
1362,-0.8790082409549672
1363,-1.6384024573592104
1364,-1.4779870384837333
1365,-1.4784227058648125
1366,-0.7098504553416168
1367,-1.2962052279360485
1368,-0.4325295814046105
1369,-1.0806848959111428
1370,-0.42084370922512077
1371,-1.4986805081020143
1372,-0.2957213841434991
1373,-0.26286304286298046
1374,0.13462308489304825
1375,-0.7272103886398227
1376,0.1350103798423326
1377,0.3195553222261645
1378,-0.8776897989771953
1379,-0.6317823645673285
1380,-0.9049294817479014
1381,-0.6330288702156154
1382,-0.4511304204231321
1383,-0.7883790945814
1384,-0.3568444823140303
1385,-0.9213042298685842
1386,-0.12646832622291904
1387,-0.6421685429263724
1388,-1.1304907940930473
1389,-0.7924617651236281
1390,-1.5311013745426907
1391,-0.45107455995966594
1392,-0.6584385850805263
1393,0.016167337848694868
1394,0.028319611509990843
1395,-0.8379420159508943
1396,-0.5460904195026037
1397,-0.8830402959217576
1398,-1.0337308016745164
1399,-0.2913005603237378
1400,-0.8930998107225969
1401,-1.4306294113268223
1402,-0.7571993128602565
1403,-0.43911168314432086
1404,-0.22466026250725915
1405,0.12093573270334283
1406,-0.6860389146061349
1407,-1.019166042619425
1408,-0.6481725779887135
1409,-1.2150768315404457
1410,-1.4077407236128978
1411,-1.534320016612006
1412,-0.6779886473724002
1413,-0.7185647493121322
1414,-0.6404899784930502
1415,-0.9254854108355782
1416,-0.5311244076097666
1417,-0.17631038543824537
1418,-0.5365881491496699
1419,-0.6766547071595903
1420,-0.7192017024203524
1421,-0.7361431936580121
1422,-0.5458903716796937
1423,-0.7836550678549702
1424,-1.0848899758112018
1425,-0.7432672929081817
1426,-0.3809815507681984
1427,-0.6393512228992944
1428,-0.9779206204419996
1429,-0.9090679464840472
1430,-0.5618901286224869
1431,-0.25980466892276416
1432,-0.8207905131366393
1433,-0.9989591488395824
1434,-0.5777083313815211
1435,-0.7344007015590577
1436,-0.6954059407263502
1437,-0.38421465349073547
1438,-0.34521769553186693
1439,0.1563226082639965
1440,-0.4520916235541567
1441,-0.8434596741207692
1442,-0.709128335933881
1443,-0.7553160568900884
1444,-0.7380453417996417
1445,-0.18009204673150792
1446,0.07441225033617717
1447,-0.7328387799205145
1448,-1.0567984822780372
1449,-0.28716326526873054
1450,-0.2820482724925508
1451,-0.5372509037573866
1452,-0.8168722931695491
1453,-1.2801329086891102
1454,-0.3447891067052674
1455,-0.3173127392200935
1456,-0.5627214440940822
1457,-0.5143687775147914
1458,-0.5270051900387056
1459,-0.3421428456260618
1460,-0.717424808859231
1461,-0.576033912745074
1462,-0.7175887787058107
1463,-1.2481202153445226
1464,-0.06390015405932292
1465,-0.18309575001741696
1466,-0.6976837335661067
1467,-0.6755795317645658
1468,-0.5940810304622643
1469,-0.6353302721163736
1470,-0.5248254956373607
1471,-0.761963965487366
1472,-0.7992411138323834
1473,-0.9765895095974245
1474,-0.9601737834885232
1475,-0.687468033813848
1476,-0.7024170486469401
1477,-0.721785603809845
1478,-0.5490907403068148
1479,-1.3320523144003333
1480,0.2630585025116362
1481,-1.4589324978017413
1482,-1.1000448960920415
1483,-0.2561092957659434
1484,-0.1454823834700261
1485,-0.6183009127105706
1486,-0.7233685120419694
1487,-0.7799643672112777
1488,-0.7028809068531903
1489,0.06581086906059509
1490,-0.46017670313569004
1491,-0.6781984236040847
1492,-0.34999608106176433
1493,-0.49696745927810865
1494,-0.1586465478882754
1495,-0.672855107092819
1496,-0.3990200274561246
1497,-0.6099673778116722
1498,-1.1394349369803853
1499,-1.0041927416889591
1500,-0.44583989115889705
1501,0.013559678239349702
1502,-0.757843707427013
1503,-1.598791063476558
1504,-1.4498046193570304
1505,-0.35677848218632113
1506,-0.42153873683357357
1507,-0.5348921737290174
1508,-0.6673751928634366
1509,-0.8672603526451272
1510,-0.30286755125929316
1511,-0.6927288605987266
1512,-0.466038991359359
1513,-0.5519324920389149
1514,-0.7413466105368118
1515,0.19671598602260654
1516,-1.4232069189064074
1517,-0.5412695192652125
1518,-0.22027552729201053
1519,-0.6618721377351705
1520,-0.5990960275338927
1521,-0.5209278997176569
1522,-1.1071930381382062
1523,-1.393453060579517
1524,-0.6934185208738799
1525,-0.8452693916201945
1526,-0.6842830261903844
1527,-0.4533418068084815
1528,-0.7125315774022803
1529,-0.6087600793104588
1530,-0.4470358959624724
1531,-0.9807989014544495
1532,-0.7095285361814242
1533,0.26015821350460666
1534,-0.28895366233482095
1535,-0.49876474764482004
1536,-0.3938083469739655
1537,-0.5930796308027467
1538,-0.6351480018294821
1539,-0.6321031438807334
1540,0.10039092332884322
1541,-0.8856721632025594
1542,-0.7310534403149692
1543,0.000374717466423592
1544,-0.014636438475699216
1545,-0.3037393791397229
1546,-0.5370639129114295
1547,-0.8234863377908723
1548,-0.9315641090643919
1549,-0.705598741267859
1550,-0.13025550721817833
1551,0.021634060028375732
1552,-0.8571229976903386
1553,-0.6453568613893269
1554,-0.5872502802008747
1555,-0.8451907023856005
1556,-0.992706755144019
1557,-0.4167192028495007
1558,-1.009948596277229
1559,-1.1504138624512126
1560,-0.1039914173163467
1561,-0.6434565959610911
1562,-0.49353390020885235
1563,-0.7031066669669277
1564,-0.25295487798265104
1565,-0.26117642022277
1566,-0.09025129763311887
1567,-0.2843808462995427
1568,0.0011376346908114933
1569,-0.5751619252460427
1570,-0.2841207340606475
1571,-0.8029297990036456
1572,-0.9145148385567217
1573,0.017088608901224
1574,0.031638991232109615
1575,-1.0759605574317153
1576,-0.6731486534458581
1577,0.35567069877461144
1578,-0.7217989073330147
1579,-0.3467526209621745
1580,-1.0227166621192674
1581,-0.9391666434392953
1582,-0.8148467951296932
1583,-0.5957671248739129
1584,-1.5492750620891547
1585,-0.9522534035487616
1586,-0.4457894993649854
1587,-0.08017035203179389
1588,0.2053657312296836
1589,-0.810526724073884
1590,-0.803123735480328
1591,-0.6144273217032478
1592,-0.3146085480102663
1593,-0.33174714008155554
1594,-0.5660721450186706
1595,-0.24483765149951903
1596,-0.5226200890881707
1597,-0.8658871089595295
1598,-0.7251000450004987
1599,-0.6856263834449774
1600,-0.6398402839335813
1601,-0.8322466991725159
1602,-0.3664435544341695
1603,-0.7544083436210931
1604,-0.44920798585193517
1605,-0.7099980907083964
1606,-0.7888522746370126
1607,-0.09522124343102176
1608,-0.5302894369651958
1609,-1.1756959280894916
1610,-0.6729265831603829
1611,-0.790805162692685
1612,-0.5943506230128183
1613,-0.30110894904975016
1614,-1.145834322653184
1615,-0.7812228281213003
1616,-0.138248950685301
1617,-0.8424496417388913
1618,-0.4089839147975638
1619,-0.5984044516242253
1620,-0.9225735591452426
1621,-0.5205776666131825
1622,-0.7269149231763421
1623,-0.13051557788336876
1624,-0.6163633326633415
1625,-0.37787497726270824
1626,-1.1179620392928116
1627,-0.4388145148317804
1628,-0.08593844085055788
1629,-0.4600829531758756
1630,-0.09810715186855087
1631,-0.8824774161336191
1632,-0.6539389125094391
1633,-0.3903254423736119
1634,-0.5327769886069108
1635,-0.6450033222314534
1636,-0.8424432941104933
1637,-0.35292233967098147
1638,-0.48667178319659893
1639,-0.13763230999248588
1640,-0.059072554253358694
1641,-1.2587217071950547
1642,-0.442663215923049
1643,-0.4901420474464873
1644,-1.3104406009856997
1645,-0.8360477045091455
1646,-0.33670695522494437
1647,0.0992928218793422
1648,-0.8581259122198522
1649,-0.6279979170663198
1650,0.3045883965178597
1651,-0.2996444246181911
1652,-0.1863797337999359
1653,-0.9484530780510785
1654,0.029132466173356117
1655,-0.673696237848959
1656,-0.9818095287678613
1657,-0.643603261396088
1658,-0.03928911721349297
1659,-0.6856417457006128
1660,0.2460430381765628
1661,-0.42764917888044457
1662,-1.2754532700585537
1663,-0.5443842787593978
1664,-0.9380916480332602
1665,0.08736971256322859
1666,-0.49886796074744755
1667,-0.478942047847689
1668,0.15999918535831628
1669,-0.6325718870526719
1670,-0.5387369963824066
1671,-0.26880816529405027
1672,-0.16813371483622233
1673,0.02138493883108298
1674,-0.6179547236314271
1675,-0.03139465441686425
1676,-0.8416554801898802
1677,-0.6525673941411281
1678,-0.7246657591329662
1679,-0.17519201923242217
1680,-0.2404355999112164
1681,-0.07124675705275754
1682,-0.42096485374233805
1683,-0.16054886907667273
1684,-0.09643832623857641
1685,0.12416122564884703
1686,-0.409570584102957
1687,-0.5957878146423046
1688,0.06154998715554087
1689,-0.3577825611316263
1690,-0.6928156319882037
1691,-0.7942882057450926
1692,-0.538336254409715
1693,-0.5066970050724346
1694,-0.8352891236003018
1695,-0.09137148544491851
1696,-1.003790213530591
1697,-0.4737928605874639
1698,-1.2774681625908952
1699,-0.6781300056572167
1700,-0.4472024784528832
1701,-0.09976363889564852
1702,0.0013310703004465187
1703,0.6072974844468803
1704,-0.5292788817624222
1705,0.10394158991795235
1706,0.9583462181694871
1707,0.06222905683866767
1708,-0.4937916025080228
1709,-0.3746709754926389
1710,-1.119992201657377
1711,-0.5874420360076364
1712,-0.18933076079591893
1713,-0.6197042949575476
1714,-0.7791835042191353
1715,-0.7140644523483167
1716,-1.1143267447888987
1717,0.2634915790450008
1718,-0.8130651438274527
1719,-0.6411513607419805
1720,-0.6407228410976579
1721,-0.3897519294781238
1722,-0.6544081042252003
1723,-0.8970901544663639
1724,-0.41754463451277257
1725,-1.4385559405579733
1726,-0.7309335633137664
1727,-1.4639449194797662
1728,-0.6890091031000457
1729,-0.05714376977806901
1730,-1.2631180828321935
1731,0.058878358199908935
1732,-0.47894919185505613
1733,0.06269254416073423
1734,-0.5362146884181869
1735,-0.8336842756713989
1736,-0.6242236059050219
1737,-0.09324814121248083
1738,0.1418010780932579
1739,-0.06355049515702291
1740,-0.7713777777954745
1741,-0.3358148842677171
1742,-0.6227666855339766
1743,-0.6900130135272503
1744,-0.610957655102188
1745,-0.007698420208898659
1746,-0.5680389666712601
1747,-0.49971618047297633
1748,-0.680054373913278
1749,-0.8348772940657108
1750,-1.0063142724209866
1751,-1.820077341288017
1752,-0.059945750925568454
1753,0.045568491354877755
1754,-0.49372171938053433
1755,-0.3858075141878575
1756,-0.11532408903709661
1757,0.004355356813535296
1758,-0.6340423560978518
1759,-0.6362505680843711
1760,-0.769263729895938
1761,0.3799941051762362
1762,-0.37061964876786957
1763,-0.8030952656775345
1764,-0.011048555508342172
1765,-0.7873103293888338
1766,-0.073444008196116
1767,0.007434811923009176
1768,-0.375413161489114
1769,-0.3904562530982837
1770,0.09071725608845341
1771,-1.0022287767594247
1772,-0.5974581030328274
1773,-0.3583128004336184
1774,-0.3444875370748264
1775,-1.8872691190554953
1776,0.006723998999174035
1777,0.05467523486312214
1778,-0.7771558223790895
1779,-0.22065394572963823
1780,-0.044539617589799164
1781,0.3196404010662588
1782,-0.0931718474890567
1783,-0.6259510651274447
1784,-0.48703248347486755
1785,-0.7585967694591714
1786,-0.8477914801119659
1787,-0.05144780946409857
1788,-0.5388122458043805
1789,-0.8015728268878854
1790,0.09503588326468047
1791,-0.4066488554642176
1792,-0.391876987249947
1793,0.09555762692133109
1794,-0.4897890955329657
1795,-0.3070761453043712
1796,-0.08311500473130805
1797,-0.6061303827772232
1798,-1.0982475162471168
1799,0.03428729148049747
1800,-0.6549084675364218
1801,-0.15294431584760718
1802,-0.47732887365296334
1803,0.05784449336662246
1804,-1.2954660126795108
1805,-0.5218494717928813
1806,-0.13157202843822643
1807,-0.5965929974353451
1808,-0.9541121467116149
1809,-0.06798447148554393
1810,-0.5704889025146717
1811,-0.8665168960918987
1812,-0.16269152263525596
1813,-0.48429868664668363
1814,0.09509257097471965
1815,-1.2569723808506272
1816,-0.09791303495434102
1817,-0.6329499537622967
1818,-0.7030632981390352
1819,-0.579789141581293
1820,0.11988949821130038
1821,-0.8691722874777851
1822,-0.28353205051459535
1823,-0.04204946607540222
1824,-0.45567871555909545
1825,-0.6856195245163892
1826,-0.7050705812658242
1827,0.21777250511265214
1828,-0.3182543202630753
1829,-0.5866276412020239
1830,0.49129503827917315
1831,-0.571371138534162
1832,-0.9806764111004904
1833,-0.8427794294415214
1834,-0.4221561092137838
1835,-0.11969983789633665
1836,-0.002288866625696732
1837,-0.7726281313749277
1838,-0.611699152340512
1839,-0.04464741406344879
1840,0.11130806860205605
1841,-0.7032303225854064
1842,-0.49842110578477183
1843,-0.037130823079468585
1844,-0.8789973145933477
1845,0.18910838975120198
1846,-0.632140513343791
1847,-0.36545933679922565
1848,-0.49932345873288464
1849,-0.5449051179264419
1850,-0.5706398419218024
1851,-0.19523085230000473
1852,-1.3505204723201538
1853,-0.5508052014654181
1854,-0.03694182651025605
1855,0.12046806910648136
1856,-0.04904685331271542
1857,-1.12492335102587
1858,-0.5913015838004079
1859,-0.24596007943072995
1860,-0.5042753431977621
1861,-0.8112459814271733
1862,0.06260789436706515
1863,-0.34916885788565644
1864,0.25570840162321107
1865,-1.8022271230679787
1866,-0.10952963644018167
1867,-0.10896959230584045
1868,-0.6713912097924853
1869,-0.7580194831514948
1870,0.30040521831602546
1871,-0.9920386699997512
1872,-0.7050063843694085
1873,-0.10372645669927444
1874,-0.4645751970274321
1875,-0.4615418752462729
1876,-0.24278985000602374
1877,-0.4844000797032126
1878,-0.05860144645819415
1879,0.054804351321997416
1880,-0.4899082688299064
1881,0.6180038330407196
1882,-0.1272007945757709
1883,-0.67396587224043
1884,-0.7288827782395073
1885,0.06485235535270777
1886,-0.07604360740871043
1887,-0.021442734689192625
1888,0.49351109440626595
1889,-0.3653047349137811
1890,-0.3172889603380745
1891,-0.03640432001040106
1892,-1.2218700129960451
1893,-0.44169053665335506
1894,0.0009213045157040528
1895,-0.6540191357256256
1896,-0.39837172652553976
1897,-0.733796659638876
1898,-0.016700363777402364
1899,0.09896524814245392
1900,-0.6756145952991872
1901,-1.086823182685252
1902,0.3736158795965287
1903,-0.7544102554364343
1904,-0.37027705503210795
1905,-1.1286215444143473
1906,-0.6331494911480764
1907,-0.09303926711230706
1908,-0.032254076522458125
1909,-0.8897967866375527
1910,-1.0945326000824565
1911,-0.2536684332523936
1912,-0.39544074884108715
1913,0.32643775456078733
1914,-0.2612075977231324
1915,-0.794682707934253
1916,-0.059747064507274385
1917,-0.12675262468785853
1918,-0.47774577433059595
1919,-0.6736685291950264
1920,-1.078205401434111
1921,-0.19718113844296067
1922,-0.6842679977783187
1923,-0.6057622075479387
1924,-0.7522989761024841
1925,-0.6778777198271136
1926,-0.5077546488535195
1927,-0.5011497707109894
1928,-0.8098392840123196
1929,-0.541665357112057
1930,-0.08967711080363427
1931,0.07266665666943742
1932,-0.2710986590304951
1933,-0.9409181361049982
1934,-0.331320686393662
1935,-0.7374142028159965
1936,-0.26853911428172794
1937,-0.640822509782353
1938,0.23785726532973342
1939,-0.7828866572970519
1940,-0.8112493460513208
1941,-0.38776321732623487
1942,-0.2680806406961618
1943,-0.23009103138018713
1944,-0.5968509213469397
1945,-1.104560849569071
1946,-0.9513154515350138
1947,-1.1652532741303023
1948,0.10530554792250914
1949,-0.6648952174377933
1950,-0.5315596632084456
1951,-0.4844149874766606
1952,-0.3026932712049487
1953,-1.182447309753497
1954,-0.6432044814959921
1955,0.0927326442593644
1956,-0.6918792766949438
1957,-0.49462875748568846
1958,-0.36699641159500185
1959,-0.06218583681656329
1960,-1.0200877804475077
1961,-0.6274481320689418
1962,-0.4464876915081729
1963,-0.1876829511398083
1964,-0.49190822387657
1965,-0.3169121202687366
1966,-0.02676420112235439
1967,0.12892674668073403
1968,0.05666186903198344
1969,-0.5024888105066929
1970,0.100546927409149
1971,-0.7987804633122626
1972,-0.11501371831473042
1973,-0.3713505248775196
1974,-0.005207664480515105
1975,0.0364040562989256
1976,-0.12224732290727262
1977,-0.7951620103721214
1978,-0.9179106065098329
1979,-0.5102716075514029
1980,-0.07656477059546117
1981,-0.720364924704396
1982,-0.53337195414864
1983,-1.0142421924218898
1984,-0.8982575637863641
1985,-0.8592447553144545
1986,-0.9025338903564566
1987,-0.23232767190932077
1988,-0.7491711236100353
1989,-0.5497428774950579
1990,-0.5235165208685536
1991,-1.0252806395609126
1992,-0.34400381078608233
1993,-0.7810527058350171
1994,-1.01102963982134
1995,-1.0906699771589137
1996,0.5498446274075074
1997,-0.7574169003791817
1998,-1.3750745437939569
1999,0.05087704899543935
2000,-0.6700561839200557
2001,-1.6526824299036196
2002,-0.6438623024923906
2003,-0.5253733232821411
2004,-0.9167290136779108
2005,-0.30318752318460207
2006,-0.05479312223124767
2007,-0.9652423502143652
2008,-1.4745576454414344
2009,-0.731351155750925
2010,-0.5033605940707069
2011,-0.6540995063585991
2012,-0.0744090917294978
2013,-0.09035940859985796
2014,-0.48219225431753965
2015,-0.2594978007401746
2016,-0.9663455776141209
2017,-0.6451985467332166
2018,0.0821228716160411
2019,-0.6668923682463179
2020,-0.33175213969008177
2021,0.02130487148526699
2022,-0.10547993152112689
2023,-1.3235330080063459
2024,-0.8152620416693772
2025,-0.5150877450991578
2026,-0.8151067241945553
2027,0.17770014672025983
2028,-0.8783228475478511
2029,-0.17163748287223746
2030,-0.3277240966349171
2031,0.028433976707888903
2032,-0.6855978630431128
2033,-0.34133117651458855
2034,-0.45468219073874977
2035,-0.5519562915302272
2036,0.016856804630818643
2037,-0.9039109545775419
2038,-0.527685303877131
2039,-0.014012364763059098
2040,-0.7935307338902851
2041,-0.3823512703801441
2042,-0.6921900365049578
2043,-1.6490103570507284
2044,-0.6410128398208119
2045,-0.0833087161777566
2046,0.6050807957555612
2047,0.022755535237327113
2048,-0.20805765065522616
2049,-0.5292519544564351
2050,-0.8099626914397059
2051,-0.7732936029685672
2052,0.48243490491634705
2053,-0.45198498825429584
2054,-0.8236684635425728
2055,-1.3841362338249914
2056,-0.8017145184716984
2057,-0.30362457959742534
2058,-0.5247427070107331
2059,-0.7362748320877407
2060,0.013962411184461544
2061,-0.5217377997185971
2062,-0.3397894104062589
2063,0.027022971887500313
2064,-0.3522424680972294
2065,-0.766263628537148
2066,-1.1208529781535765
2067,-0.9934195635998139
2068,-0.5857593998508956
2069,-0.7285578732943113
2070,-0.24791879662112687
2071,-0.6763152637515041
2072,-0.6909663747859082
2073,-0.7043331438713168
2074,0.10195931088943677
2075,0.07089427114960814
2076,-0.5256808777026638
2077,-0.6853490168120416
2078,-0.7796104238911873
2079,-0.14920732360239414
2080,-0.371379987575084
2081,-0.7367696664835535
2082,0.045903866084354115
2083,-0.8549859324536941
2084,-0.6632750147439105
2085,-0.8571063823044729
2086,0.021817196836531418
2087,-1.0438043405865358
2088,-1.3088604417844505
2089,-0.81725977336219
2090,-0.6698727162391085
2091,0.12015690343094504
2092,-0.6749412536689285
2093,-0.5534228820393485
2094,0.019621264813353714
2095,-0.9794124533901893
2096,-0.9941178193415792
2097,-0.585440382983625
2098,-0.019624140486398697
2099,-0.1747673063297517
2100,-0.9026893398096779
2101,-0.6322435689055346
2102,-0.34647350289177
2103,-0.28688488858679784
2104,-0.6086952236871079
2105,-0.024207481842716892
2106,0.5729858482218673
2107,-0.6854895119028396
2108,-0.25654083387202
2109,-0.6651230383878366
2110,-1.2503646694747277
2111,-1.928662577217634
2112,-0.06936215731758724
2113,-0.761757115899389
2114,-0.5987081882789207
2115,-1.7621062210086276
2116,-0.3212429830445793
2117,-0.746576030497855
2118,-0.6361421504648883
2119,-0.9095502865839937
2120,-0.5252138835639419
2121,-0.780288407015109
2122,-0.7038885434176683
2123,-0.8772570302775725
2124,-0.8664872738130511
2125,0.042057117333582604
2126,-0.7646662783796402
2127,0.663356573609476
2128,-0.6339903906257103
2129,-0.8616572434856167
2130,0.10566634939762794
2131,-0.37693614395488756
2132,-0.3895067020015558
2133,-0.5638226857459229
2134,-0.5784769143741784
2135,-0.7862557342395209
2136,0.13198263158840565
2137,-0.15584837168497992
2138,-0.2901776015435795
2139,-0.06435015443251332
2140,-0.4848678947024211
2141,-1.239030580934528
2142,-0.8925777811651823
2143,-0.8110225143056453
2144,-0.5387446450666205
2145,-0.8871209093786204
2146,0.4275153553311035
2147,-0.9116828423188912
2148,-0.05152690784231331
2149,-0.5950709154311618
2150,-1.1162892703871685
2151,-1.240978037949839
2152,-0.8651268273599313
2153,-0.967855013478863
2154,-0.2913415223577766
2155,-0.7801102430705078
2156,-0.27604942933729437
2157,-0.3081890268964436
2158,-0.3252646675628137
2159,-1.3494369493874936
2160,-0.471651468169125
2161,-0.5521570328048786
2162,-0.6776907651993342
2163,-0.8919002206901652
2164,-0.12399693618285934
2165,-0.31941448300997666
2166,-0.5136177160884555
2167,-1.2977786488141516
2168,-0.4504477818055955
2169,-0.16938404363713658
2170,-0.7414247199630741
2171,0.12964102139789163
2172,-1.335344864151823
2173,-0.6792407884067084
2174,-0.23767188739895898
2175,-1.002551241067687
2176,-0.5808851960256414
2177,0.33857994996338436
2178,-1.5035042287487161
2179,-0.349494291890221
2180,0.8537376670668791
2181,-0.7500092918537282
2182,-0.08880377866262011
2183,-0.68350504544491
2184,-0.8449752001052855
2185,-0.3943665956806479
2186,-0.15438010741816388
2187,-1.2019023774580226
2188,-1.421548589784003
2189,-0.21649270322654304
2190,-0.6530167074308599
2191,-0.023524273266293826
2192,-0.15298709521974715
2193,-0.8962676402467324
2194,0.08781097083275001
2195,-0.3575109174096137
2196,-0.31708143020759016
2197,-0.3082828489817448
2198,-0.5251162491869787
2199,-0.1533384532032535
2200,-0.7309884885836613
2201,-0.35968993675814614
2202,-0.07705892440151048
2203,-0.7509306932938697
2204,-0.6498931407288707
2205,-0.8673012706549349
2206,-0.9256430377167708
2207,-1.5979993157254924
2208,-0.18080821549428397
2209,-0.1338911234622852
2210,-0.7970649440636468
2211,-0.6280551729521144
2212,-0.18744659735253977
2213,-1.512259039467844
2214,-0.9172576146078532
2215,-0.7786899685170499
2216,-0.0882170462398911
2217,-0.8139671351936435
2218,-1.0415309535636326
2219,-0.7260912767191517
2220,-1.5430337499889448
2221,-0.7749555758110129
2222,-1.4031685828007538
2223,-1.5841625525367835
2224,0.15164392790120565
2225,-0.6135291006410546
2226,-0.25629822477989084
2227,-0.43788533636893007
2228,-0.8518895610842878
2229,-1.5439219029359954
2230,-0.24897644302939287
2231,-0.9575751528545234
2232,-0.07281364760543876
2233,0.21999181089879363
2234,-1.461094798145355
2235,-0.9587951010731621
2236,-0.6799651175918794
2237,-0.43922571418490847
2238,-0.9822038821783006
2239,-0.6235508749720647
2240,-0.4626725588250647
2241,-0.9109455087914898
2242,-0.6825096217077812
2243,-0.6759852035494007
2244,-0.5630512713717702
2245,-0.9887191869509832
2246,-1.638031123034672
2247,-0.6616836119038816
2248,-0.3209641757187032
2249,-0.7366019210713596
2250,-1.2573303423595115
2251,-0.6190259674929555
2252,-0.7985276597400496
2253,-0.6993501563424063
2254,-0.4964776317806384
2255,-0.4124528899160315
2256,-0.41914452547915354
2257,-0.981036394558421
2258,-0.48520550117704775
2259,-0.7834007063382654
2260,-0.672015116092465
2261,-0.19973559935931198
